rank|name|revenue|industry|employees|founded|growth|city|state
1069|Cardlytics|112.8|Advertising & Marketing|325.0|2008.0|396|Atlanta|GA
1070|Contently|21.3|Advertising & Marketing|91.0|2010.0|396|New York City|NY
1071|IP Consulting|11.1|IT Services|14.0|2006.0|395|Kentwood|MI
1072|Cyber Defense Solutions|5.4|Security|46.0|2008.0|395|Lorton|VA
1073|York Howell & Guymon|5.5|Financial Services|32.0|2013.0|394|Salt Lake City|UT
1074|Gadberry Construction Company|15.9|Construction|18.0|2001.0|394|Dallas|TX
1075|Advanced Network Management|49.2|IT Services|90.0|1994.0|394|Albuquerque|NM
1076|Vesta (Lakewood, CO)|7.1|Construction|13.0|2011.0|393|Lakewood|CO
1077|First Cornerstone Group|3.1|Education|28.0|2007.0|392|Houston|TX
1078|Fresh Prints|2.8|Retail|6.0|2008.0|392|New York City|NY
1079|Bolt On Technology|4.5|Software|43.0|2009.0|391|Downingtown|PA
1080|SmartBug Media|4.2|Advertising & Marketing|25.0|2007.0|391|Irvine|CA
1081|DGDean|7.4|IT Services|28.0|2009.0|391|Westport|CT
1082|Victor 12|4.7|Government Services|36.0|2011.0|391|Orlando|FL
1083|Centrex Construction|37.5|Construction|23.0|1978.0|389|Tigard|OR
1084|K Moorea Co.|17.9|Construction|247.0|2005.0|389|Farmingdale|NJ
1085|ValuD Consulting|10.3|IT Services|198.0|2009.0|389|Addison|TX
1086|Side By Side Stuff|10.6|Retail|18.0|2006.0|389|Drexel|MO
1087|AOK RVs|10.2|Retail|13.0|2006.0|389|Laurie|MO
1088|Hiball Energy|14.0|Food & Beverage|20.0|2005.0|388|San Francisco|CA
1089|overdrive brands|13.9|Consumer Products & Services|14.0|2013.0|388|Fayetteville|AR
1090|The Credit Pros|10.3|Financial Services|75.0|2009.0|388|Newark|NJ
1091|Delta Disaster Services of Southern Colorado|4.3|Construction|22.0|2013.0|388|Colorado Springs|CO
1092|Vaughan Buckley Construction|4.9|Construction|10.0|2009.0|388|Philadelphia|PA
1093|Deco Lighting|47.4|Manufacturing|99.0|1998.0|387|Commerce|CA
1094|Dealer Spike|17.7|Advertising & Marketing|366.0|2008.0|387|Lake Oswego|OR
1095|Updox|7.4|Software|57.0|2009.0|386|Dublin|OH
1096|Trial Runners|16.3|Health|51.0|2006.0|385|Dickinson|ND
1097|Native Commerce Media|28.9|Advertising & Marketing|48.0|2012.0|384|Austin|TX
1098|Spartan Value Investors|16.3|Real Estate|12.0|2010.0|384|Birmingham|AL
1099|Mavice|9.2|Software|25.0|2002.0|383|Santa Monica|CA
1100|Capital Teas|7.1|Food & Beverage|183.0|2007.0|383|Annapolis|MD
1101|Prime Real Estate|6.7|Real Estate|9.0|2005.0|382|Crown Point|IN
1102|Metronome|18.0|Government Services|170.0|2011.0|382|Fairfax|VA
1103|Cabinets.com|21.3|Retail|34.0|2009.0|382|Tampa|FL
1104|Staffing Specifix|6.1|Human Resources|308.0|2011.0|379|Miami|FL
1105|DIGITALSPEC|8.3|IT Services|65.0|2005.0|379|Fairfax|VA
1106|ASB Resources|4.5|IT Services|48.0|2004.0|379|Princeton|NJ
1107|West Coast Solar|13.9|Energy|33.0|2007.0|379|Brentwood|CA
1108|National Land Realty|7.7|Real Estate|139.0|2007.0|379|Greenville|SC
1109|Applied Thought|4.5|IT Services|50.0|2005.0|378|Sanford|FL
1110|DMedia Associates|5.3|Business Products & Services|4.0|2007.0|378|Potomac|MD
1111|Integral Ad Science|111.7|Advertising & Marketing|404.0|2009.0|378|New York City|NY
1112|Vets First Choice|83.3|Health|377.0|2010.0|378|Portland|ME
1113|NEOSTEK|4.4|Government Services|35.0|2010.0|377|Arlington|VA
1114|Rocky Mountain Barrel Company|5.0|Food & Beverage|12.0|2010.0|377|wheat ridge|CO
1115|Verys|9.1|Software|76.0|2012.0|377|Irvine|CA
1116|Keen 360|2.1|Business Products & Services|20.0|2012.0|376|King of Prussia|PA
1117|James Enterprise|19.4|Consumer Products & Services|28.0|2010.0|376|Pueblo|CO
1118|HighJump|174.8|Software|791.0|2006.0|375|Minneapolis|MN
1119|DELVE|3.9|Advertising & Marketing|15.0|2008.0|375|New York City|NY
1120|Scorpion|123.6|Advertising & Marketing|372.0|2001.0|375|Valencia|CA
1121|NEKTER JUICE BAR|44.0|Food & Beverage|900.0|2010.0|373|Santa Ana|CA
1122|symplr|46.5|Health|183.0|2006.0|373|Houston|TX
1123|Potenza|10.2|Advertising & Marketing|80.0|2007.0|373|Lafayette|LA
1124|OneStream Software|21.4|Software|90.0|2009.0|373|Rochester|MI
1125|EventSphere|4.0|Travel & Hospitality|17.0|2010.0|372|Atlanta|GA
1126|Circa Ventures|3.4|Business Products & Services|21.0|2011.0|372|Houston|TX
1127|Enviro-Master International Franchise|10.2|Business Products & Services|56.0|2010.0|372|Charlotte|NC
1128|Robefactory|5.1|Consumer Products & Services|13.0|2011.0|371|Las Vegas|NV
1129|Highlands Residential Mortgage|60.8|Financial Services|268.0|1989.0|371|Dallas|TX
1130|Eyevertising|2.4|Advertising & Marketing|9.0|2010.0|371|Miami|FL
1131|BoardPaq|2.3|Software|8.0|2011.0|371|Saint Charles|MO
1132|Momentum Telecom|94.7|Telecommunications|412.0|2001.0|370|Birmingham|AL
1133|Secure One Capital|12.9|Financial Services|70.0|1995.0|370|Costa Mesa|CA
1134|Dhaliwal Labs|43.2|Manufacturing|280.0|2008.0|369|Dallas|TX
1135|T-Rex Solutions|37.8|Government Services|250.0|1999.0|369|Greenbelt|MD
1136|Kay-Twelve.com|2.4|Education|6.0|2009.0|368|Worthington|OH
1137|King Memory|11.2|Computer Hardware|53.0|2009.0|368|Columbus|OH
1138|ES Consulting|2.8|IT Services||2001.0|368|Ontario|OH
1139|RP Funding|69.2|Financial Services|252.0|2008.0|368|Maitland|FL
1140|360 Painting|11.6|Construction|9.0|2006.0|367|Charlottesville|VA
1141|SmarterHQ|5.7|Software|67.0|2010.0|367|Indianapolis|IN
1142|Synergy Marketing Partners|5.5|Advertising & Marketing|15.0|2007.0|367|Lombard|IL
1143|Altaworx|3.8|Telecommunications|14.0|2001.0|366|Fairhope|AL
1144|Sunpro Solar|13.1|Construction|87.0|2006.0|366|Mandeville|LA
1145|PureWow|15.1|Media|66.0|2010.0|366|New York City|NY
1146|Very|4.4|Business Products & Services|33.0|2011.0|366|Chattanooga|TN
1147|Tundraland Home Improvements|29.1|Construction|157.0|2009.0|366|Kaukauna|WI
1148|Gordon James Realty|10.7|Real Estate|11.0|2011.0|366|Washington|DC
1149|Blink Fitness|74.6|Health|1119.0|2011.0|365|New York City|NY
1150|Stoneridge Software|13.6|Software|70.0|2012.0|365|Barnesville|MN
1151|UpperRanchCo|2.7|Human Resources|25.0|2004.0|365|Aspen|CO
1152|Relief-Mart|14.2|Retail|44.0|2001.0|363|Agoura Hills|CA
1153|SRI Tech Solutions|11.2|IT Services|120.0|2005.0|363|Tampa|FL
1154|Core Nutritionals|3.5|Health|8.0|2004.0|363|Newport News|VA
1155|Pluralsight|131.8|Education|509.0|2004.0|363|Farmington|UT
1156|Influenster|9.9|Advertising & Marketing|59.0|2010.0|362|New York City|NY
1157|10th Magnitude|8.2|IT Services|42.0|2010.0|362|Chicago|IL
1158|YCharts|4.0|Software|50.0|2009.0|361|Chicago|IL
1159|Oodle|2.4|Advertising & Marketing|19.0|2009.0|360|Loveland|OH
1160|Equip Studio|2.2|Construction|15.0|1981.0|359|Greenville|SC
1161|CARCHEX|78.6|Consumer Products & Services|100.0|2003.0|358|Baltimore|MD
1162|Cloudbakers|5.2|IT Services|22.0|2010.0|358|Chicago|IL
1163|Clear Measure|6.8|Software|31.0|2013.0|358|Austin|TX
1164|Intuvo|2.5|Software|17.0|2005.0|358|Scotts Valley|CA
1165|Mutual Minds|8.1|Consumer Products & Services|24.0|2013.0|358|Westlake Village|CA
1166|Beacon Capital Management|22.1|Financial Services|27.0|2000.0|358|Centerville|OH
1167|L2 Defense|8.0|Engineering|35.0|2012.0|358|Edgewood|MD
1168|Argotrak|2.2|Business Products & Services|11.0|2009.0|358|Naples|FL
1169|Rain City Capital|8.6|Financial Services|18.0|2009.0|358|Kirkland|WA
1170|Hoosier Hill Farm|3.5|Food & Beverage|14.0|2009.0|357|Fort Wayne|IN
1171|Pinnacle Solutions|45.0|Government Services|227.0|2008.0|355|Huntsville|AL
1172|T3 Expo|36.7|Business Products & Services|102.0|2009.0|354|Lakeville|MA
1173|South by Sea|11.4|Consumer Products & Services|62.0|2011.0|354|Edmonds|WA
1174|SGW Designworks|2.2|Engineering|14.0|2008.0|353|Boise|ID
1175|STS International|68.1|Government Services|97.0|1992.0|353|Berkeley Springs|WV
1176|High Road Craft Ice Cream|5.0|Food & Beverage|30.0|2010.0|353|Marietta|GA
1177|P2Sample|10.7|Advertising & Marketing|51.0|2010.0|352|Alpharetta|GA
1178|Status Labs|6.8|Advertising & Marketing|40.0|2013.0|352|Austin|TX
1179|101 Technologies|8.9|Business Products & Services|36.0|2008.0|352|Emery|SD
1180|Vital|4.2|Advertising & Marketing||2001.0|352|Portsmouth|NH
1181|See Agency|4.1|Business Products & Services|8.0|2009.0|350|Dallas|TX
1182|RynohLive|5.6|Software|21.0|2007.0|349|Virginia Beach|VA
1183|ListEngage|6.4|Advertising & Marketing|45.0|2005.0|349|Framingham|MA
1184|G.L. Hunt Foundation Repair|5.1|Construction|45.0|1987.0|349|Fort Worth|TX
1185|Edgile|42.7|Security|102.0|2001.0|349|Austin|TX
1186|WABA GRILL FRANCHISE|19.1|Food & Beverage|350.0|2006.0|349|Industry|CA
1187|Passports and Visas.com|8.8|Travel & Hospitality|36.0|2000.0|348|Atlanta|GA
1188|Sparxoo|2.8|Advertising & Marketing|24.0|2010.0|348|Tampa|FL
1189|TRU Staffing Partners|7.6|Human Resources|21.0|2010.0|348|Brooklyn|NY
1190|Climate Control Experts|6.3|Construction|35.0|2012.0|347|Las Vegas|NV
1191|Segero|5.1|Consumer Products & Services|14.0|2009.0|347|Anaheim|CA
1192|Movingplace|2.0|Logistics & Transportation|4.0|2012.0|347|Land O Lakes|FL
1193|Seeking Health|14.8|Health|25.0|2011.0|347|Bellingham|WA
1194|Spoke Marketing|2.2|Advertising & Marketing|18.0|2008.0|346|Saint Louis|MO
1195|Punch Bowl Social|36.0|Food & Beverage|1050.0|2012.0|346|Denver|CO
1196|Optima Tax Relief|66.7|Financial Services|394.0|2011.0|346|Santa Ana|CA
1197|BELL INFO SOLUTIONS|12.7|IT Services|110.0|2011.0|346|Sterling|VA
1198|Jellyfish|74.3|Advertising & Marketing|332.0|2005.0|344|Baltimore|MD
1199|Sparkle In Pink|8.5|Retail|25.0|2011.0|344|Draper|UT
1200|First Freedom Preservation|5.2|Real Estate|24.0|2008.0|344|Pikesville|MD
1201|MarkSYS|33.7|Advertising & Marketing|70.0|2011.0|343|Rocklin|CA
1202|LinTech Global|25.3|Government Services|160.0|2007.0|343|Farmington Hills|MI
1203|Safe Haven Security Services|78.1|Security|705.0|2001.0|343|Kansas City|MO
1204|GO Pull-It|4.2|Consumer Products & Services|22.0|2012.0|342|Jacksonville|FL
1205|Xtek Partners|27.2|Computer Hardware|37.0|2003.0|341|Dublin|OH
1206|Hunter Quinn Homes|15.3|Construction|17.0|2010.0|341|Mount Pleasant|SC
1207|Excelleum Coaching and Consulting|2.5|Real Estate|8.0|2013.0|341|Costa Mesa|CA
1208|Sath|4.6|IT Services|18.0|2005.0|341|Schaumburg|IL
1209|Camp Gladiator|29.4|Consumer Products & Services|55.0|2008.0|341|Austin|TX
1210|Ruoff Home Mortgage|74.2|Financial Services|395.0|1984.0|340|Fort Wayne|IN
1211|Atlas Executive Consulting|9.5|Government Services|67.0|2006.0|340|North Charleston|SC
1212|Distritech|55.5|Consumer Products & Services|32.0|2008.0|340|Doral|FL
1213|The Patient Experience Project|7.4|Advertising & Marketing|42.0|2012.0|339|Saratoga Springs|NY
1214|Lowers Risk Group|56.4|Business Products & Services|500.0|2007.0|339|Purcellville|VA
1215|B.O.S.S. Retirement Solutions|4.6|Financial Services|18.0|2008.0|337|Lehi|UT
1216|Renatus|17.2|Education|12.0|2010.0|337|Centerville|UT
1217|Baker Electric Solar|63.3|Energy|185.0|2007.0|337|Escondido|CA
1218|Landmark Roofing|6.4|Construction|32.0|2011.0|336|Bedford|TX
1219|Radiance Solar|24.7|Energy|41.0|2007.0|335|Atlanta|GA
1220|New Vision Properties|3.8|Real Estate|14.0|2008.0|335|Washington|DC
1221|ORC Services|3.2|Environmental Services|15.0|2010.0|335|Sebastian|FL
1222|American Cyber|8.3|Government Services|53.0|2011.0|334|Clifton|VA
1223|Metric Theory|10.4|Advertising & Marketing||2012.0|334|San Francisco|CA
1224|Raymer Oil Company|75.1|Retail|70.0|1945.0|334|Troutman|NC
1225|Heritage Group|3.4|Environmental Services|155.0|2011.0|334|Des Moines|IA
1226|Innovative Homecare Solutions|2.5|Health|198.0|2006.0|334|Lisle|IL
1227|Tangenz|3.9|IT Services|50.0|2008.0|333|Chandler|AZ
1228|Water Liberty|4.1|Consumer Products & Services|11.0|2013.0|332|Las Vegas|NV
1229|Priority Lighting|3.7|Construction|6.0|2009.0|332|Palm Desert|CA
1230|Sales Partnerships|26.6|Business Products & Services|300.0|1997.0|332|Broomfield|CO
1231|Capture Higher Ed|6.0|Education||2011.0|331|Louisville|KY
1232|Amicon Management|2.0|Construction|15.0|1996.0|331|Miami|FL
1233|B3 Group|3.7|IT Services|52.0|2008.0|331|Leesburg|VA
1234|Solect Energy|53.7|Energy|59.0|2009.0|330|Hopkinton|MA
1235|Michael Hyatt & Company|7.3|Business Products & Services|20.0|2012.0|330|Franklin|TN
1236|1Rivet|13.0|IT Services|34.0|2005.0|330|Reston|VA
1237|Lynker Technologies|12.0|Government Services|152.0|2007.0|330|Leesburg|VA
1238|Florida Premier Realty of the Palm Beaches|3.4|Real Estate|170.0|2011.0|330|Lake Worth|FL
1239|Gold Coast IT Solutions|7.2|IT Services|140.0|2006.0|330|Fairfax|VA
1240|Petticoat-Schmitt Civil Contractors|54.4|Construction|173.0|2007.0|329|Jacksonville|FL
1241|Nityo Infotech|114.9|IT Services|7500.0|2005.0|329|Plainsboro|NJ
1242|Allied Universal|3431.6|Security|140000.0|1965.0|329|Santa Ana|CA
1243|The Surface Masters|3.1|Construction|12.0|2011.0|329|Marietta|GA
1244|Noribachi|38.1|Manufacturing|125.0|2008.0|328|Harbor City|CA
1245|Yochana IT Solutions|56.5|Human Resources|400.0|2009.0|328|Farmington Hills|MI
1246|5thColumn|2.9|Security|40.0|2012.0|328|Chicago|IL
1247|Influence & Co.|5.5|Advertising & Marketing||2011.0|328|Columbia|MO
1248|PUNCH Cyber Analytics Group|3.2|Security|15.0|2012.0|328|Ashburn|VA
1249|Redeemers Group|4.7|Construction|31.0|2007.0|327|Memphis|TN
1250|MP Consulting Services|6.6|Construction|8.0|2012.0|327|Wall Township|NJ
1251|MaxGen Energy Services|22.5|Energy|187.0|2008.0|327|Costa Mesa|CA
1252|Two Octobers|2.3|Advertising & Marketing|24.0|2010.0|327|Denver|CO
1253|EXOS|149.4|Health|3176.0|1999.0|327|Phoenix|AZ
1254|Brown Button Estate Sale Services|2.2|Retail|18.0|2011.0|326|Kansas City|MO
1255|SCORE A SCORE|2.8|Media|4.0|2010.0|326|Los Angeles|CA
1256|Pacifica Consulting Services|4.4|IT Services|230.0|2012.0|326|St. Peters|MO
1257|The Cobalt Companies|2.0|Construction|2.0|2002.0|325|Austin|TX
1258|Regulated Capital Consultants|12.0|Business Products & Services|33.0|2010.0|325|Atlanta|GA
1259|Ultimate Jet Vacations|22.5|Travel & Hospitality|21.0|2012.0|325|Aventura|FL
1260|The Revel Group|24.9|Travel & Hospitality|300.0|2007.0|325|Chicago|IL
1261|TopstepTrader|5.1|Financial Services|28.0|2012.0|324|Chicago|IL
1262|B&B Heating and Air|2.5|Construction|17.0|2007.0|324|Trussville|AL
1263|Progressive Freight|9.2|Logistics & Transportation|11.0|2003.0|324|Thomasville|GA
1264|Alarm Grid|2.0|Security|8.0|2012.0|324|Lighthouse Point|FL
1265|Appraisal Nation|24.4|Real Estate|120.0|2007.0|324|Cary|NC
1266|Tunnel Hill Partners|272.7|Environmental Services|486.0|2008.0|323|Jericho|NY
1267|Mattingly Concrete|3.3|Construction|26.0|1987.0|323|Indianapolis|IN
1268|AMC Bridge|11.8|Software|318.0|1999.0|323|Randolph|NJ
1269|Y Charter|2.5|Travel & Hospitality|7.0|2012.0|322|North Miami Beach|FL
1270|MAKO Design + Invent|2.1|Manufacturing|21.0|1999.0|322|Austin|TX
1271|Agilis Systems|19.2|Software|82.0|2004.0|322|St. Louis|MO
1272|Equity Prime Mortgage|62.9|Financial Services|250.0|2008.0|321|Atlanta|GA
1273|World Wide Land Transfer|7.1|Real Estate|31.0|2005.0|321|Trevose|PA
1274|Symphonic Distribution|5.4|Media|20.0|2006.0|321|Wesley Chapel|FL
1275|Senture|60.3|Government Services|1339.0|2003.0|320|London|KY
1276|Blackstone Medical Services|3.1|Health|35.0|2010.0|320|Tampa|FL
1277|SoftPath Technologies|9.3|IT Services|117.0|2006.0|320|Livonia|MI
1278|E3 Federal Solutions|77.4|Government Services|426.0|2004.0|319|McLean|VA
1279|Intero Real Estate Services|18.4|Real Estate|69.0|2012.0|319|Rancho Cucamonga|CA
1280|Rogers Healy and Associates|9.5|Real Estate|303.0|2007.0|319|Dallas|TX
1281|V Digital Services|8.5|Advertising & Marketing|47.0|2013.0|319|Phoenix|AZ
1282|Cambay Consulting|7.9|IT Services|155.0|2012.0|318|Katy|TX
1283|Northwest Healthcare|5.4|Health|140.0|1999.0|318|Vancouver|WA
1284|CONSTRUCTION PROS OF NJ|21.3|Construction|50.0|2011.0|318|Newark|NJ
1285|vTech Solution|7.2|Government Services|67.0|2006.0|318|Washington|DC
1286|Commodore Leasing|4.6|Retail|40.0|2011.0|318|Nashville|TN
1287|Futureshirts|17.6|Consumer Products & Services|28.0|1996.0|318|Nashville|TN
1288|VOX DJs|2.6|Business Products & Services|80.0|1984.0|318|Manhattan Beach|CA
1289|Income Store|13.9|IT Services|88.0|2009.0|317|Minooka|IL
1290|CPC Strategy|8.6|Advertising & Marketing|75.0|2007.0|317|San Diego|CA
1291|Infoverity|12.3|IT Services|54.0|2011.0|317|Dublin|OH
1292|Crossbar Electronic Cigarettes|2.2|Consumer Products & Services|2.0|2012.0|317|London|KY
1293|MedSource|28.6|Health|125.0|1997.0|317|Houston|TX
1294|Virool|12.2|Advertising & Marketing|55.0|2012.0|317|San Francisco|CA
1295|Movement Mortgage|579.9|Financial Services|4000.0|2008.0|316|Fort Mill|SC
1296|Firespring|28.2|Business Products & Services|229.0|1992.0|316|Lincoln|NE
1297|ProviderTrust|6.4|Software|48.0|2010.0|316|Nashville|TN
1298|AcctTwo|8.9|Business Products & Services|50.0|2010.0|315|Houston|TX
1299|Launch Digital Marketing|20.9|Advertising & Marketing|124.0|2011.0|315|Naperville|IL
1300|Choice Home Warranty|112.5|Insurance|250.0|2008.0|315|Edison|NJ
1301|Tailgate Guys|10.2|Travel & Hospitality|83.0|2009.0|315|Auburn|AL
1302|BELAY|11.7|Business Products & Services|85.0|2010.0|314|Atlanta|GA
1303|PeopleDoc|9.5|Human Resources|165.0|2008.0|314|New York City|NY
1304|Rang Technologies|11.2|IT Services|150.0|2005.0|314|Piscataway|NJ
1305|LiveIntent|85.3|Advertising & Marketing|205.0|2009.0|314|New York City|NY
1306|Midwest Restoration|2.0|Construction|12.0|2008.0|314|Little Chute|WI
1307|Alcohol by Volume|18.6|Food & Beverage|17.0|2010.0|313|Carmel|CA
1308|Eventellect|82.5|Retail|21.0|2005.0|312|Houston|TX
1309|Sports Addix|3.3|Consumer Products & Services|58.0|2006.0|312|Lowell|MI
1310|The Bridge Group|4.1|Advertising & Marketing|16.0|1995.0|311|Bumpass|VA
1311|InfoTrust|4.3|Advertising & Marketing||2004.0|311|Cincinnati|OH
1312|Ad Exchange Group|99.2|Advertising & Marketing|28.0|2013.0|311|Irvine|CA
1313|Blue Ridge Product Solutions|13.3|Retail|9.0|2009.0|311|Richmond|VA
1314|Auto Data Direct|13.4|IT Services|42.0|1999.0|311|Tallahassee|FL
1315|Enseo|44.1|Media|91.0|2000.0|310|Richardson|TX
1316|BIG RED DOG|13.4|Engineering|105.0|2009.0|310|Austin|TX
1317|FranchiseHelp|5.9|Business Products & Services|20.0|2010.0|310|New York City|NY
1318|Alliance Cost Containment|5.5|Business Products & Services|26.0|1992.0|310|Louisville|KY
1319|GovSmart|104.2|Computer Hardware|25.0|2009.0|310|Charlottesville|VA
1320|Compton Construction|10.5|Construction|17.0|2012.0|309|Columbus|OH
1321|Auben Realty|7.4|Real Estate|50.0|2009.0|308|Augusta|GA
1322|Cognitive Medical Systems|13.1|Health|43.0|2010.0|308|San Diego|CA
1323|Inspira Marketing|64.1|Advertising & Marketing|77.0|2008.0|308|Norwalk|CT
1324|Devbridge Group|17.1|Software||2008.0|308|Chicago|IL
1325|Silverback Strategies|4.6|Advertising & Marketing|22.0|2007.0|307|Alexandria|VA
1326|Monte Sano Research|9.7|Government Services|60.0|2009.0|307|Huntsville|AL
1327|IdentiCom Sign Solutions|2.9|Business Products & Services|17.0|2009.0|307|Farmington Hills|MI
1328|Maantic|9.1|IT Services|90.0|2009.0|307|Sunnyvale|CA
1329|Nutronics|10.0|Engineering|20.0|1995.0|306|Longmont|CO
1330|Audience Partners|38.0|Advertising & Marketing|66.0|2007.0|306|Plymouth Meeting|PA
1331|Wright Brothers|4.3|Real Estate|7.0|2005.0|306|San Diego|CA
1332|GuidePoint Security|158.6|Security|196.0|2011.0|306|Herndon|VA
1333|INNOVATIVE REASONING|22.8|Government Services||2009.0|305|Orlando|FL
1334|DigitalGreenMedia|2.0|Energy|4.0|2009.0|305|Evergreen|CO
1335|Business Promotion|11.0|Advertising & Marketing|140.0|2008.0|305|American Fork|UT
1336|Dynamis|24.3|Government Services|143.0|2008.0|305|Fairfax|VA
1337|BidMed|5.7|Health|8.0|2012.0|304|Chicago|IL
1338|ClearCompany|8.3|Human Resources|78.0|2004.0|304|Boston|MA
1339|Home Base Appraisal Management|13.5|Real Estate|50.0|2009.0|304|Sandy|UT
1340|Rocket 55|4.2|Advertising & Marketing|40.0|2008.0|304|Minneapolis|MN
1341|Ian, Evan & Alexander|44.7|Government Services|233.0|1999.0|303|Ashburn|VA
1342|RV Horizons|76.3|Real Estate|700.0|2010.0|303|Orlando|FL
1343|Budget Dumpster|39.1|Environmental Services|70.0|2009.0|303|Westlake|OH
1344|TechLink Services|10.7|IT Services|46.0|2007.0|303|Bend|OR
1345|Hospicelink|56.4|Health|37.0|2011.0|303|Birmingham|AL
1346|Workbox Staffing|48.4|Human Resources|78.0|1997.0|303|Grand Rapids|MI
1347|NewFoundry|2.2|Software|19.0|2012.0|303|Ann Arbor|MI
1348|Shopoff Realty Investments|16.2|Real Estate|71.0|1992.0|303|Irvine|CA
1349|Brent Industries|17.6|Consumer Products & Services|21.0|2005.0|303|Middleport|NY
1350|Criterion Systems|48.6|Government Services|233.0|2005.0|302|Vienna|VA
1351|MavTel Global Solutions|1.7|Manufacturing|16.0|2013.0|302|Dallas|TX
1352|Simpli.fi|79.9|Advertising & Marketing||2010.0|301|Fort Worth|TX
1353|Cookie Cutters Haircuts For Kids|2.2|Retail|240.0|1994.0|301|Holladay|UT
1354|Global Food Solutions|14.6|Food & Beverage|8.0|2004.0|301|Hauppauge|NY
1355|Light Efficient Design|37.4|Manufacturing|28.0|2008.0|301|Cary|IL
1356|spa810|2.4|Consumer Products & Services|32.0|2013.0|300|Scottsdale|AZ
